clone_type,principle,n,mean,median,std
T1,SRP,5,2.0,2.0,0.0
T1,OCP,5,1.6,2.0,0.5477225575051661
T1,DIP,5,2.0,2.0,0.0
T2,SRP,5,2.0,2.0,0.0
T2,OCP,5,1.6,2.0,0.5477225575051661
T2,DIP,5,2.0,2.0,0.0
T3,SRP,12389,1.9316329001533619,2.0,0.28370516981520705
T3,OCP,12389,1.902736298329163,2.0,0.3313114759772056
T3,DIP,12389,1.6901283396561466,2.0,0.5721585529785643
